ReviewID	SentenceID	Text	Tokens
74	74_2	We chose this hotel because of the location to the finish line of the Rock n Roll Marathon.	["We","chose","this","hotel","because","of","the","location","to","the","finish","line","of","the","Rock","n","Roll","Marathon","."]
74	74_3	Close and easy access was key...	["Close","and","easy","access","was","key","..."]
74	74_5	The negative, we don't have any.	["The","negative",",","we","do","n't","have","any","."]
75	75_0	Very nice experience , whether within the hotel or Las Vegas as a whole ,it is a unique place, most be seen.	["Very","nice","experience",",","whether","within","the","hotel","or","Las","Vegas","as","a","whole",",","it","is","a","unique","place",",","most","be","seen","."]
76	76_0	First time there and had a great time.	["First","time","there","and","had","a","great","time","."]
76	76_1	Will definitly go back.	["Will","definitly","go","back","."]
76	76_2	Hotel was just a beautiful as the pictures.	["Hotel","was","just","a","beautiful","as","the","pictures","."]
76	76_3	It was very clean and staff were very friendly.	["It","was","very","clean","and","staff","were","very","friendly","."]
76	76_4	Will definitly recommend it!	["Will","definitly","recommend","it","!"]
77	77_0	Nice comfortable junior suite type room.	["Nice","comfortable","junior","suite","type","room","."]
77	77_1	however, no frig for personal use so unable to chill own bottles of water or vitamin drinks.	["however",",","no","frig","for","personal","use","so","unable","to","chill","own","bottles","of","water","or","vitamin","drinks","."]
77	77_2	the minibar is weight sensored so couldn't add things in there.	["the","minibar","is","weight","sensored","so","could","n't","add","things","in","there","."]
77	77_3	I found these things to be a bit inconvenient.	["I","found","these","things","to","be","a","bit","inconvenient","."]
77	77_4	My stay was only for two nights so was able to cope.	["My","stay","was","only","for","two","nights","so","was","able","to","cope","."]
77	77_5	Great coffee shop/bakery near the guest elevators which made breakfast easy.	["Great","coffee","shop","/","bakery","near","the","guest","elevators","which","made","breakfast","easy","."]
78	78_0	We really enjoyed out stay at the Venetian.	["We","really","enjoyed","out","stay","at","the","Venetian","."]
78	78_1	The room was clean, the bed was very comfortable, and bathroom was large.	["The","room","was","clean",",","the","bed","was","very","comfortable",",","and","bathroom","was","large","."]
78	78_2	They accommodated us when we requested our room to be in close proximity to another room.	["They","accommodated","us","when","we","requested","our","room","to","be","in","close","proximity","to","another","room","."]
79	79_0	The Venetian was more than what we imagined, the pictures on the internet do not do it justice.	["The","Venetian","was","more","than","what","we","imagined",",","the","pictures","on","the","internet","do","not","do","it","justice","."]
79	79_1	The easy accessibility from either direction on Las Vegas BLVD is also a plus!	["The","easy","accessibility","from","either","direction","on","Las","Vegas","BLVD","is","also","a","plus","!"]
79	79_2	We will definitely stay there again or at the Palazzo.	["We","will","definitely","stay","there","again","or","at","the","Palazzo","."]
80	80_0	Absolutely amazing in every aspect and a great deal.	["Absolutely","amazing","in","every","aspect","and","a","great","deal","."]
80	80_1	loved the restraunts and casino	["loved","the","restraunts","and","casino"]
84	84_0	The hotel was fabulous.	["The","hotel","was","fabulous","."]
84	84_1	The room was spacious.	["The","room","was","spacious","."]
84	84_2	Needed a rug on the bathroom floor.	["Needed","a","rug","on","the","bathroom","floor","."]
85	85_0	Great getaway from the Vegas ""buzz"" at the Venezia Pool.	["Great","getaway","from","the","Vegas","''","``","buzz","''","''","at","the","Venezia","Pool","."]
85	85_1	In suite Breakfast promo was wonderful food and excellent set up.	["In","suite","Breakfast","promo","was","wonderful","food","and","excellent","set","up","."]
85	85_2	Free parking all the time.	["Free","parking","all","the","time","."]
86	86_2	It is the best hotel in Vegas, very clean comfortable, beautiful, etc.	["It","is","the","best","hotel","in","Vegas",",","very","clean","comfortable",",","beautiful",",","etc."]
87	87_0	The staff was professional, friendly, and helpful.	["The","staff","was","professional",",","friendly",",","and","helpful","."]
87	87_1	The room was more than I'd expected, an exquisite King-sized bed, a sitting room with two televisions, a remote control with adjustable draperies.	["The","room","was","more","than","I","'d","expected",",","an","exquisite","King","-","sized","bed",",","a","sitting","room","with","two","televisions",",","a","remote","control","with","adjustable","draperies","."]
87	87_2	The Italian-style bath had both a shower, two sinks and a garden-sized bathtub.	["The","Italian","-","style","bath","had","both","a","shower",",","two","sinks","and","a","garden","-","sized","bathtub","."]
87	87_3	There is a safe, an iron with an ironing board.	["There","is","a","safe",",","an","iron","with","an","ironing","board","."]
87	87_4	There are swimming pools and various shops in which you don't even have to go out on the strip.	["There","are","swimming","pools","and","various","shops","in","which","you","do","n't","even","have","to","go","out","on","the","strip","."]
87	87_5	Its opulence is superb, the beds extremely comfortable.	["Its","opulence","is","superb",",","the","beds","extremely","comfortable","."]
87	87_6	Would stay in the classy place again.	["Would","stay","in","the","classy","place","again","."]
88	88_0	I've been to Las Vegas five times and have stayed in five different hotels.	["I","'ve","been","to","Las","Vegas","five","times","and","have","stayed","in","five","different","hotels","."]
88	88_1	The Venetian far exceeded all of my other hotel experiences.	["The","Venetian","far","exceeded","all","of","my","other","hotel","experiences","."]
88	88_2	The hotel exudes luxury from top to bottom, and no expense has been spared at giving guests a five-star experience.	["The","hotel","exudes","luxury","from","top","to","bottom",",","and","no","expense","has","been","spared","at","giving","guests","a","five","-","star","experience","."]
88	88_3	The grounds are clean, the facilities are excellent, and the rooms are awesome.	["The","grounds","are","clean",",","the","facilities","are","excellent",",","and","the","rooms","are","awesome","."]
88	88_4	You really can't go wrong staying here.	["You","really","ca","n't","go","wrong","staying","here","."]
89	89_0	We got married at the hotel and everything from beginning to end was efficient and really friendly.	["We","got","married","at","the","hotel","and","everything","from","beginning","to","end","was","efficient","and","really","friendly","."]
89	89_1	The hotel has everything you will need including a spa where you can get your make up and hair done.	["The","hotel","has","everything","you","will","need","including","a","spa","where","you","can","get","your","make","up","and","hair","done","."]
89	89_2	Everyone was so helpful which made the whole four days leading up fun and stress free.	["Everyone","was","so","helpful","which","made","the","whole","four","days","leading","up","fun","and","stress","free","."]
89	89_3	Totally recommend it to anyone.	["Totally","recommend","it","to","anyone","."]
90	90_0	The suite was awesome,had a great time at the nascar race.	["The","suite","was","awesome",",","had","a","great","time","at","the","nascar","race","."]
90	90_1	i had thecsmallest siute they have andca view of the strip.	["i","had","thecsmallest","siute","they","have","andca","view","of","the","strip","."]
